7,11,6,7,10,5,5,8,6
7,12,6,7,10,5,4,8,6
7,13,6,7,10,5,4,8,6
7,14,6,7,10,5,4,8,6
7,15,6,7,10,5,4,8,6
7,17,6,7,10,5,4,8,6
7,18,6,7,10,5,4,8,6
6,19,6,7,10,5,4,8,6
6,20,6,7,10,5,4,8,6
6,22,6,7,10,5,4,8,6
6,23,6,7,10,5,4,8,6
6,0,6,7,10,4,4,8,6
6,0,6,7,9,4,4,8,6
6,1,6,7,9,4,4,7,6
6,2,6,7,9,4,4,7,5
6,3,6,6,9,4,4,7,5
6,4,6,6,9,4,4,7,5
6,4,6,6,9,4,3,7,5
6,5,6,6,9,4,3,7,5
6,5,6,6,9,4,3,7,5
6,6,6,6,9,4,3,7,5
6,6,6,6,9,4,3,7,5
6,7,6,6,9,4,3,7,5
6,7,6,6,9,4,3,7,5
6,7,6,6,9,4,3,7,5
6,8,6,6,9,4,3,7,5
6,9,6,6,9,4,3,7,5
6,9,6,6,9,4,3,7,5
6,10,6,6,9,3,3,7,5
6,11,6,6,9,3,3,6,5
